#Source                    |Destination                |Total Strands|Capacity|Bid  |Client
#=============================================================================================
Kansas City, Missouri      ; Madison, Wisconsin        ;            7;      57;  871;     0
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      42;  735;   887
Denver, Colorado           ; Madison, Wisconsin        ;            9;      43;  719;   888
San Francisco, California  ; Denver, Colorado          ;            7;      80;  766;   889
San Francisco, California  ; Salt Lake City, Utah      ;            2;      61;  930;   890
Denver, Colorado           ; Madison, Wisconsin        ;            6;      99;  650;   891
San Francisco, California  ; Denver, Colorado          ;            9;      33;  999;   892
Kansas City, Missouri      ; Denver, Colorado          ;            6;      44;  614;   893
Denver, Colorado           ; Salt Lake City, Utah      ;           10;      11;  873;   894
Kansas City, Missouri      ; Madison, Wisconsin        ;            3;      13;  865;   895
San Francisco, California  ; Salt Lake City, Utah      ;           10;      27;  642;   896
San Francisco, California  ; Salt Lake City, Utah      ;            6;      52;  671;   897
Denver, Colorado           ; Salt Lake City, Utah      ;            4;      14;  701;   898
Denver, Colorado           ; Madison, Wisconsin        ;            8;      74;  739;   899
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      19;  952;   900
Kansas City, Missouri      ; Denver, Colorado          ;            8;      29;  808;   901
San Francisco, California  ; Salt Lake City, Utah      ;            7;      89;  915;   902
San Francisco, California  ; Madison, Wisconsin        ;            6;      34;  943;   903
San Francisco, California  ; Madison, Wisconsin        ;            1;      27;  878;   904
San Francisco, California  ; Denver, Colorado          ;            1;      70;  680;   905
Denver, Colorado           ; Madison, Wisconsin        ;            2;       8;  605;   906
Kansas City, Missouri      ; Madison, Wisconsin        ;           10;      89;  866;   907
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;       4;  798;   908
Kansas City, Missouri      ; Madison, Wisconsin        ;            9;     100;  933;   909
Denver, Colorado           ; Salt Lake City, Utah      ;            7;      71;  678;   910
San Francisco, California  ; Madison, Wisconsin        ;            1;      63;  993;   911
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      15;  688;   912
Kansas City, Missouri      ; Denver, Colorado          ;            7;      69;  899;   913
Denver, Colorado           ; Madison, Wisconsin        ;            7;      19;  843;   914
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      57;  760;   915
Kansas City, Missouri      ; Madison, Wisconsin        ;            7;       1;  891;   916
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;       1;  818;   917
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      27;  844;   918
Kansas City, Missouri      ; Denver, Colorado          ;            2;      55;  873;   919
San Francisco, California  ; Salt Lake City, Utah      ;            6;      80;  788;   920
Denver, Colorado           ; Madison, Wisconsin        ;            3;      36;  603;   921
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;      45;  609;   922
Denver, Colorado           ; Salt Lake City, Utah      ;            1;      73;  857;   923
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;      19;  641;   924
Kansas City, Missouri      ; Denver, Colorado          ;            6;      44;  828;   925
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      52;  868;   926
Denver, Colorado           ; Madison, Wisconsin        ;            6;      75;  659;   927
San Francisco, California  ; Salt Lake City, Utah      ;            2;      30;  811;   928
San Francisco, California  ; Salt Lake City, Utah      ;            8;      77;  709;   929
Kansas City, Missouri      ; Denver, Colorado          ;            7;      60;  825;   930
Denver, Colorado           ; Madison, Wisconsin        ;            8;      22;  805;   931
San Francisco, California  ; Madison, Wisconsin        ;           10;      44;  870;   932
Denver, Colorado           ; Salt Lake City, Utah      ;            6;      27;  867;   933
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      96;  899;   934
Kansas City, Missouri      ; Denver, Colorado          ;            9;      89;  773;   935
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      34;  618;   936
Denver, Colorado           ; Salt Lake City, Utah      ;            6;      55;  868;   937
Kansas City, Missouri      ; Salt Lake City, Utah      ;            3;      18;  895;   938
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;      90;  648;   939
San Francisco, California  ; Madison, Wisconsin        ;            2;      21;  622;   940
San Francisco, California  ; Madison, Wisconsin        ;            2;      76;  805;   941
Denver, Colorado           ; Madison, Wisconsin        ;            8;      55;  904;   942
San Francisco, California  ; Madison, Wisconsin        ;            9;       8;  637;   943
Denver, Colorado           ; Madison, Wisconsin        ;            5;      32;  832;   944
San Francisco, California  ; Madison, Wisconsin        ;            2;      57;  801;   945
San Francisco, California  ; Madison, Wisconsin        ;            3;      70;  711;   946
San Francisco, California  ; Salt Lake City, Utah      ;            2;      55;  688;   947
Denver, Colorado           ; Madison, Wisconsin        ;            9;      13;  932;   948
Denver, Colorado           ; Madison, Wisconsin        ;            6;      70;  890;   949
Denver, Colorado           ; Madison, Wisconsin        ;            8;      46;  708;   950
San Francisco, California  ; Madison, Wisconsin        ;            1;      90;  958;   951
San Francisco, California  ; Madison, Wisconsin        ;            6;      55;  970;   952
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      30;  785;   953
San Francisco, California  ; Salt Lake City, Utah      ;            5;      69;  764;   954
Kansas City, Missouri      ; Madison, Wisconsin        ;            1;      73;  791;   955
San Francisco, California  ; Denver, Colorado          ;            3;      95;  953;   956
Kansas City, Missouri      ; Madison, Wisconsin        ;            9;       6;  938;   957
Kansas City, Missouri      ; Denver, Colorado          ;           10;       1;  999;   958
Kansas City, Missouri      ; Salt Lake City, Utah      ;            3;      46;  794;   959
Denver, Colorado           ; Madison, Wisconsin        ;            2;      44;  970;   960
Denver, Colorado           ; Madison, Wisconsin        ;            6;      27;  947;   961
San Francisco, California  ; Denver, Colorado          ;            2;      36;  935;   962
San Francisco, California  ; Denver, Colorado          ;            4;     100;  913;   963
Kansas City, Missouri      ; Denver, Colorado          ;            9;      24;  881;   964
Kansas City, Missouri      ; Madison, Wisconsin        ;            1;      94;  798;   965
San Francisco, California  ; Denver, Colorado          ;            1;      57;  749;   966
Denver, Colorado           ; Madison, Wisconsin        ;            1;      94;  748;   967
San Francisco, California  ; Madison, Wisconsin        ;            5;      85;  811;   968
San Francisco, California  ; Denver, Colorado          ;            7;      61;  627;   969
Denver, Colorado           ; Madison, Wisconsin        ;            4;      42;  604;   970
Denver, Colorado           ; Madison, Wisconsin        ;            5;      79;  971;   971
San Francisco, California  ; Denver, Colorado          ;           10;      66;  944;   972
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      86;  805;   973
San Francisco, California  ; Denver, Colorado          ;            6;      86;  723;   974
San Francisco, California  ; Madison, Wisconsin        ;            1;      26;  750;   975
San Francisco, California  ; Salt Lake City, Utah      ;            8;       9;  987;   976
Kansas City, Missouri      ; Denver, Colorado          ;            8;       3;  790;   977
Kansas City, Missouri      ; Madison, Wisconsin        ;            9;      90;  996;   978
San Francisco, California  ; Salt Lake City, Utah      ;            4;      96;  825;   979
Denver, Colorado           ; Madison, Wisconsin        ;            2;      99;  868;   980
Kansas City, Missouri      ; Salt Lake City, Utah      ;            7;      12;  847;   981
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      65;  931;   982
Denver, Colorado           ; Madison, Wisconsin        ;            7;      48;  712;   983
San Francisco, California  ; Salt Lake City, Utah      ;           10;      50;  960;   984
Denver, Colorado           ; Madison, Wisconsin        ;            9;      44;  647;   985
Kansas City, Missouri      ; Denver, Colorado          ;            2;      13;  688;   986
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;      17;  797;   987
Denver, Colorado           ; Madison, Wisconsin        ;            5;      92;  916;   988
Kansas City, Missouri      ; Madison, Wisconsin        ;           10;      53;  910;   989
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      11;  683;   990
Kansas City, Missouri      ; Denver, Colorado          ;            4;      71;  982;   991
San Francisco, California  ; Denver, Colorado          ;            5;       4;  645;   992
